ten,thoi gian,so nguoi,do kho,nguyen lieu,cach che bien
Chà Bông Chân Nấm,60 phút,4 người,Dễ,"Chân nấm hương , gừng , sả | Muối, hạt nêm, đường","Chân nấm em ngâm mềm, rồi làm sạch sẽ từng chân nấm. Sau đó, mang đi luộc sơ với gừng, sả, xíu xiu muối trong 45 phút. 2. Vớt chân nấm ra, nước luộc để lại nha. Vắt khô chân nấm, đập nhẹ nhàng cho chân nấm hơi dập nhẹ (chủ yếu để nước hầm rút vào chân nấm). | Thêm chút gia vị (muối, đường or tương tamari) tùy khẩu vị gia đình nhưng nhạt thôi ạ. Cho vào ướp với chân nấm. Rồi dùng 1mc dầu ăn đảo nhẹ 2 phút, cho thêm nước dùng ban đầu (cái nước đã luộc nấm ấy) vô xâm xấp, hầm (kiểu ủ ấy, ko phải mở nắp sôi sùng sục và bay hơi mô nha) cho rút cạn xuống. Tiếp tục lại cho nước, hầm tới rút cạn. Sau vài lần như vậy, vị ngọt thơm béo tích tụ hết vào chân nấm. | Mang 1 nửa giã nát, đánh tơi. 1 nửa còn lại giã nhẹ, xé thành sớ, trộn chung với nhau. Lúc này, nếu ăn nhạt thì không cần nêm gia vị, còn bạn nào muốn thì nêm cũng được tuỳ khẩu vị nha. 5. Tiếp theo mang sao khô bếp củi hoặc dùng nồi chiên không dầu. (~90 độ, thời gian 15 phút đảo 1 lần. Phải 3-4 lần í ạ). Chúc các bạn thành công!"
Canh Rau Xà Lách Xoong Thịt Bằm Thả Viên,10 phút,2 người,Dễ,1 bó rau cải Xoong | 150 gr thịt nạc dăm băm nhuyễn | 1 củ hành tím | Hạt nêm | Tiêu | Hành lá,"Tháng hai đã bắt đầu có cải xoong tươi ngon ngoài chợ, chỉ cần mua thêm ít thịt băm là có món canh ngon cho các mem dùng cơm. Thịt băm hoặc xay nêm 1 mcf nước mắm, tiêu, hành tím băm | Nước nấu sôi vích từng viên thịt vào nồi, để sôi vài phút rồi vớt sạch bọt hạ lửa nhỏ đậy nắp nấu 5 phút Cách nấu khác là xào thịt tơi rồi thêm nước nấu canh nhưng mình thích thịt viên hơn với cả không muốn thêm dầu vào nữa vì thịt đã có mỡ béo. | Rau rửa sạch để ráo, thịt mềm cho rau vào chờ xẹp xuống đậy nắp hé nấu thêm 3 phút | Rau chín tới nêm hạt nêm vừa miệng cho hành lá vào và dùng nóng."
Chân giò hầm rau củ,30 phút,3 người,Dễ,1/2 chân giò | 1 trái bắp Mỹ | 1 củ cà rốt | 4 củ khoai tây | Hành ngò | Gia vị,"Chân giò chặt nhỏ, bóp muối rửa sạch, trung qua nước sôi và rửa lại cho sạch. Cho chân giò vào nồi ủ, thêm nước, muối và hành tím bóc vỏ đập dập, đun sôi và để ủ 30 phút cho mềm cùng bắp Mỹ cắt khúc | Chân giò mềm đặt lại lên bếp, cho cà rốt vào đun sôi lại vài phút cho cà rốt mềm thì cho khoai tây vào hầm chung với nước mắm. Khi tất cả đã mềm thì múc ra tô, thêm hành ngò cắt nhỏ và tiêu xay cho thơm"
Bữa cơm miền Tây,60 phút,3 người,Dễ,Đậu hũ chiên sả | Sườn xào chua ngọt rau củ | Canh chua cá hú,"Đậu hũ chiên sả | Sườn xào chua ngọt rau củ | Canh chua cá hú | Tuy không phải là người con miền Tây, nhưng mình luôn muốn đến nơi này, để nghe đờn ca tài tử, để thương hơn cái tình của người dân chân chất nơi đây. Nhớ quá nên mình nấu món ""Canh chua cá hú"" chua chua béo béo, kèm thêm dĩa ""Sườn xào chua ngọt rau củ"" nhiều màu sắc hấp dẫn, thêm món ""Đậu hũ chiên sả"" tạo nên bữa cơm đơn giản mà ngon lắm luôn"
Canh chua cá hú,20 phút,3 người,Dễ,"3 khúc cá hú | Rau nấu canh chua ( bạc hà , đậu bắp , cà chua , giá) | Rau ôm, ngò gai , ớt | Tỏi phi | vắt Me | Hành tỏi băm | Gia vị","Rau các loại rửa sạch, cắt miếng vừa ăn, rau nêm cắt nhỏ. Cá bóp muối giấm rửa sạch cho hết mùi tanh | Phi thơm hành tỏi băm cho cà chua vào xào, cho nước vào nồi, thêm cá, muối vào nấu sôi thì cho các loại rau khác vào, nêm nước mắm, nước cốt me, chút đường cho dịu vị. Múc ra tô thêm rau ôm, ngò gai, tỏi phi và ớt"
Đậu hũ chiên sả,15 phút,3 người,Dễ,3 miếng đậu hũ chiên | Sả băm | Gia vị,"Đậu hũ khứa xéo, ướp với sả băm, hạt nêm 5 phút cho thấm | Cho vào chảo chiên vàng hai mặt, gắp ra dĩa chấm cùng nước tương"
Nấm kho tàu hủ,20 phút,4-5 người,Dễ,"Nấm đùi gà | 1 miếng tàu hủ chiên sẵn | Gia vị sốt | Hành tím băm | Tỏi băm | 1,5 muỗng cà phê đường | 1 muỗng cà phê hạt nêm chay | 1/3 muỗng cà phê bột ngọt | 1/2 muỗng cà phê muối | 1 muỗng cà phê tiêu | 4 muỗng canh nước tương ít mặn | 1 muỗng canh tương ớt | 7 muỗng canh nước lọc",Rửa sơ nấm với nước muối loãng và cắt thành miếng vừa ăn. | Tàu hủ cắt đôi cho vào nồi chiên không dầu và phết một ít dầu lên cho không bị khô. Chỉnh nhiệt độ 400F trong 25 phút cho vàng đều hai mặt. Sau khi vàng rồi thì đem cắt thành từng miếng vừa ăn. | Xào thơm hành tỏi và cho nấm vào xào cho săn. Nêm tất cả các gia vị trên vào và thêm phần tàu hủ đã chuẩn bị vào kho cho đến khi cạn cạn nước là đạt. Mọi người nhớ gia giảm gia vị để phù hợp với khẩu vị gia đình nha. | Chúc mọi người ngon miệng 😋
Bánh mì cua,60 phút,4 người,Dễ,250 g +15g bột mì ngang | 200 ml sữa tươi | 60 g đừng | 4 g men | 2 g muối | 1 trứng | 1 hộp phô mai,"15g bột trộn với 150g sữa tươi khuấy chín để nguội bơ nấu chảy để nguội,men,bột,đường,muối trộn đều cho từ từ 50g sữa tươi,men và 1/2 trứng vào nhồi đều mịn đem ủ 30 phút rồi lấy ra tạo hình,cán miếng dài cho phô mai vào cuôn lại,sau đó dùng kéo cắt càng lớn càng nhỏ cho bột nghỉ 10 phút rồi quét nuqr trứng còn lại rồi đem nướng | Bánh nướng vàng lấy ra quét lên lớp bơ cho bóng"
Gỏi Gà Rau Lang,60 phút,4 phần ăn,Dễ,1/4 con gà mái | 0.5 kg đọt rau lang | Hành tím hành tây hành phi | Nước mắm | Rau răm,"Gà rửa sạch, luộc chín, xé phay. Rau lang nhặt bỏ lá úa, rửa sạch, để ráo. Hành tây, hành tím bóc vỏ, thái mỏng. Ớt rửa sạch, băm nhỏ. Rau thơm rửa sạch, cắt nhỏ. | Rau lang nên chọn loại non, lá xanh tươi. Có thể thêm cà rốt, bắp cải bào vào gỏi để món ăn thêm màu sắc và dinh dưỡng. | Cho rau lang đã trụng nước sôi ngâm nước đá vào tô lớn, thêm hành tây, hành tím, ớt vào trộn đều. Pha nước mắm với đường, nước cốt chanh, tiêu xay cho tan. Cho nước mắm vào tô rau lang, trộn đều. Cho gà xé phay vào tô gỏi, trộn đều lần nữa. | Nên nêm nếm gia vị cho vừa ăn, không nên cho quá nhiều nước mắm sẽ làm gỏi bị mặn."
Thịt chiên giòn sốt cam,45 phút,2 - 3 người,Dễ,"500 g thịt thăn heo hoặc thịt vai | 100 g bột chiên giòn | Tỏi | 1 quả cam | Nước mắm , hạt nêm, tương ớt,","Cắt thịt thành từng miếng vừa ăn rồi ướp với 1 muỗng cf hạt nêm, tỏi và ít tiêu. Để thịt nghỉ 20 phút cho thịt thấm | Pha nước sốt: 3 thìa cf hạt nêm 2 muỗng canh nước mắm 5 muỗng canh tương ớt 2 muỗng canh đường 1 trái cam vắt | Thịt nghỉ đủ thì trộn với bột chiên giòn, áo bột đều vào thịt. | Bật bếp rồi cho dầu vào vừa ngập mặt chảo, dầu vừa đủ sôi thì cho thịt vào chiên đến khi vàng giòn thì vớt ra | Nấu nước sốt: Cho tỏi đập dập vào phi thơm rồi đổ chén nước sốt vừa pha vào, sêm đến khi sốt kẹo lại thì đạt (có thể cho một ít nước bột pha để sốt đặc hơn) | Rưới sốt lên thịt để thịt áo đều sốt là mình đã có món thịt sốt cam ngon lành. (Nếu bạn có thể ăn hành thì có thể rắc thêm một ít hành ngò lên cho thơm)."
Củ cải đỏ xào nấm rơm,60 phút,4 người,Dễ,"Củ cải đỏ | Nấm rơm | Hạt nêm , muối | Rau mùi ( ngò rí )","Củ cải đỏ để nguyên vỏ, rửa sạch. Cắt mỏng, cho vào tô, rắc xíu muối để khoảng 30’ cho mềm. | Xào nấm rơm với hạt nêm, xào lửa vừa khoảng 5-7’. Sau đó cho củ cải vào xào cùng. Nêm nếm vừa ăn. Khi củ cải chín, cho rau mùi vào. Các bạn nhớ xào củ cải chín vừa, xào lâu quá củ cải nhừ sẽ không ngon."
Phở bò,4 tiếng,3 phần ăn,Dễ,"xương ống (để ninh) | thịt bò (suppenfleisch) | hành lá | hành tây | giá đỗ (k có cũng được) | gừng | quế hồi, gia vị nấu phở | bánh phở | chanh , tiêu, tương ớt,…","Sơ chế xương ống : - rửa sạch với muối - đun sôi với gừng và hành (khoảng 5’ để loại hết cặn bẩn) - bắc một nồi nước dùng mới để ninh xương | Nấu nước phở : - ninh xương ống (3-4 tiếng), vớt bọt bẩn nổi lên (nếu có) | Nướng gừng và hành tây (15-20’) - đập dập gừng - cắt đôi hành tây -> bỏ vào nồi nước dùng sau khi ninh được tầm 2,5-3 tiếng | Rang quế hồi thảo quả - rang đến khi ngửi thấy mùi thơm, có thể thả vào nồi nước dùng luôn, hoặc đổ nước nóng ra bát tô chiết lấy nước | Trụng giá đỗ, thái hành lá và trụng thịt bò vào một nồi nước khác | Thành quả : - tô nước dùng trong vắt và ngọt vị xương"
Cá mú hấp + Cháo đầu cá,90 phút,4 người,Dễ,"1 con cá mú (1kg2) | Nấm rơm tươi | Thịt ba chỉ | Măng khô | Miến dong | Hành tím , tỏi, ớt | Rau sống , hành lá , ngò, dưa leo , chanh , rau cần | Bánh tráng cuốn | Gạo | Gia vị: dầu ăn, mắm, đường, tiêu, ớt bột , nướng tương","Cá mú làm sạch ruột, cắt phần đầu ra chẻ đôi, phần thân rạch vào đường nhỏ, ướp hành tím, ớt bột và muối đều lên thân cá, phần đầu cá ướp hành tím, tiêu, dầu ăn, ớt bột. | Thịt ba chỉ rửa, thái hạt lựu rồi ướp hạt nêm, hành tím, tiêu. Măng khô ngâm, luộc, xé sợi, miến chần qua nước sôi. Tao dầu, cho hành tím vào xào thịt, tiếp đến là măng, miến, sau cùng là rau cần cắt đoạn cho vào, nêm nước mắm cho vưa ăn, đảo rồi tắt bếp. | Cá đặt vào dĩa hạt xoài, thêm mắm, nước tương, cho vào nồi hấp trong 20 phút, hẹn giờ, đậy nắp và để nguyên 10 phút nữa. | Cá hấp gắp ra dĩa, cho phần hỗn hợp xào lên và tưới nước hấp cá, chẻ hành lá và ớt trái rải thêm vào, làm mắm ớt tỏi ăn kèm. Cá hấp cuốn rau sống chấm mắm ớt tỏi. | Cháo cá: Vo 1/3 lon gạo cho vào nồi cùng với nước, thêm ít muối, hạ lửa để cháo sôi thì tắt bếp, đậy cỡ 15 phút như vậy cho cháo nhuyễn, cho phần đầu cá đã ướp vào, sôi thì múc ra tô, cho hành ngò, tiêu lên là dùng được."
Cá chuồn sốt cà chua,90 phút,4 người,Dễ,"5 con cá chuồn | 3 quả cà chua | Hành tím | Củ nén | Trái đỏ | Gia vị: dầu ăn, muối, mắm, tiêu, ớt bột","Cá chuồn làm sạch, rửa và cắt đôi, ướp muối, mắm. | Củ nén và hành rửa, đập nát. Cà chua rửa, băm ra. | Cho chảo lên bếp, tao dầu với nén, hành, ớt bột, cho cà chua vào tao, thêm hạt nêm, tao đến khi cà chua nhuyễn thì cho nước vừa đủ vào, sôi xếp cá vào chảo, hạ lửa để cá thấm, bẻ đôi vài trái ớt cho vào, khi sôi nêm thử vừa miệng chưa và thêm mắm. Khoảng 15 phút tắt bếp, rắc tiêu lên trên."
Phi Lê Cá Hét Tẩm Bột Chiên Giòn,60 phút,4 người,Dễ,Phi lê cá hét (merlan) | Bột chiên giòn pha sẵn | Hành lá,"🐟 Phi lê cá hét lóc hết xương, cắt viên vừa ăn thấm ráo nước 🐟 Bột trộn chiên giòn pha sẵn với nước và hành lá sệt vừa để chiên, có thể thêm ít tiêu nếu thích. | 🐟 Cho cá vào âu bột 🐟 Chờ chảo dầu nóng thả vào chiên giòn từng mặt rồi vớt ra giấy thấm dầu"
"Súp tóc tiên óc heo,thanh cua và tôm",1 tiếng 30 phút,4 người,Dễ,"500 gr tôm sú | 2 bộ óc heo | 10-15 cái trứng cút | 150 gr hạt sen | 100 gr đậu hà lan | 1/2 củ cà rốt | 1/2 trái bắp Mỹ | 500 gr xương gà | 1 củ gừng | 5 gr tóc tiên | 2 quả trứng gà ta | 100 gr thanh cua | Hành lá, ngò rí,bột năng | Dầu mè,hạt nêm,muối,tiêu,bột ngọt","Óc heo lấy màng bên ngoài rồi rửa sạch cho vào tô cùng ít lát gừng và xíu hạt nêm rồi chưng cách thủy cho óc heo chín. Nồi nước dùng của xương gà bắc lên bếp.Nấu sôi cho tôm vào nấu chín rồi vớt tôm ra đĩa. | Trứng cút luộc chín rồi bóc vỏBắp trái rửa sạch để ráo và tách hạt.Cà rốt gọt vỏ rồi rửa sạch để ráo và cắt hạt lựu nho. Đậu hà lan,hạt sen rửa sạch để ráo.Tóc tiên cho vào chén nước ngâm nở. | Xương gà cho vào nồi nước sôi nấu cho sôi lên để ra chất dơ rồi đổ nước đó đi.Cho nồi nước khác lên bếp rồi cho gà vào hầm cùng ít muối và hạt nêm để lấy nước dùng cho ngọt. Tiếp theo cho bắp hạt,cà rốt,đậu hà lan,hạt sen vào nấu chín | Nấu cho các nguyên liệu chín thì cho trứng gà ta vào,khuấy đều rồi tiếp tục cho chén bột năng đã hòa với nước vào khuấy cho đều sau đó cho tóc tiên và thanh cua vào rồi nêm thêm 3 muỗng cà phê hạt nêm,1 xíu bột ngọt.Nêm nếm lại cho vừa ăn rồi tắt bếp.Cho hành lá cắt nhỏ vào. | Múc súp tóc tiên,óc heo,thanh cua và tôm,trứng cút ra tô,rắc thêm ít tiêu và ngò rí lên trên,thêm ít giọt dầu mè nữa nhé rồi mời mọi người cùng thưởng thức nha."
SP.0809 - Chén Thịt Hấp Trứng Gà,30p.,4 người,Dễ,800 g thịt heo xay | 4 quả trứng gà | Vài củ hành tím | Vài tép tỏi | 1 Muỗng nước mắm ngon | 2 muỗng dầu mè đen | 2 muỗng tiêu xay,"Thịt xay cho chút nước trộn đều lên để thịt được mềm dẻo. | Ướp thịt xay với nước mắm, dầu mè, tiêu xay. Băm củ hành tím và tỏi vào trộn đều cho thơm. | Cho thịt vào từng chén rồi dàn đều xung quanh tạo khoảng trống nhỏ. | Đập từng quả trứng gà rồi đem hấp cách thuỷ ngay. Hấp 30p là chín sau đó gắp ra và thưởng thức cùng với cơm trắng."
SP.0808 - Bí Ngô Hấp Tôm Thịt,45p,2 người,Dễ,2 trái bí đỏ da xanh | 300 g thịt heo xay | 200 g tôm sú | 50 g gừng | Vài củ hành tím | Vài giọt dầu mè | Muối hồng,"Bí rửa sạch, chừa vỏ, cắt 1 phần ở phía trên rồi móc ruột bỏ. Xả sạch với nước rồi để ráo. | Thịt xay ướp với gừng băm, củ hành tím băm. Nêm chút muối hồng cho thấm. Thêm chút nước vào trộn đều lên cho thịt xay được mềm dẻo, khi hấp không bị khô. | Tôm sú làm sạch, bóc vỏ, chừa lại 2 con để trang trí. Còn lại đem băm nhuyễn và trộn cùng thịt xay. | Dồn nhân vào trái bí rồi đem để vào xửng hấp chín. Hấp 30p là được. | Bí chín gắp ra để nghỉ và thưởng thức nóng."
Taco thịt bò và taco tôm cá với salsa xoài,1 tiếng,6-8 người,Dễ,500 g fillet cá chẻm | 500 g fillet cá diêu hồng | 800 g tôm càng xanh | 500 g thịt bò | 2 muỗng canh sốt cà chua cô đặc | 6-7 quả chanh xanh | 1-2 quả ớt xanh (tuỳ độ cay mong muốn) | 50 g ngò rí | 1 quả xoài chín | 1 hũ đậu ngâm đóng hộp | 1 hũ bắp đóng hộp | 6-7 quả dưa leo baby | 2 củ hành tây Đà Lạt | 1 quả ớt chuông | 4 muỗng cà phê bột gia vị Fajita | 1 cây xà lách iceberg | 1 muỗng cà phê muối | 2 muỗng cà phê đường,"Tôm rửa sạch, cho vào nồi, không đổ nước, đậy nắp và hấp tới khi tôm vừa đổi hết sang màu cam thì tắt bếp. Bóc vỏ, thái nhỏ. Đầu tôm thì lấy muỗng cạo gạch ra. Vắt vào tô tôm 1 quả chanh tươi. | Cá chẻm và cá diêu hồng rửa sạch, để ráo nước, róc da, cắt khối vuông vừa miệng. | Để chảo nóng, cho xíu dầu ăn, cho cá vào đảo sơ với 1 nhúm muối nhỏ. Thấy xém mặt là tắt bếp. | Cho cá vừa lấy ra vào tô to. Vắt vào đó nước cốt 2 quả chanh tươi. | Hành tây 2 quả, bóc vỏ, thái hạt lựu. Một quả cho vào tô rồi cho xíu muối, vắt 1 quả chanh vào, trộn đều, để đó. Một quả cho lên chảo, với 2 muỗng canh dầu ăn, xào sơ qua chừng 1 phút rồi cho thịt bò bằm vào xào. | Khi thịt bò nửa sống nửa chín thì cho gia vị taco vào. Cho thêm 2 muỗng canh nước mắm, 2 muỗng canh sốt cà chua cô đặc. Xào tới khi bò chín thì tắt bếp. | Ngò rửa sạch, để ráo. Một nửa cắt nhỏ. Một nửa để riêng. | Dưa leo cũng cắt hạt lựu, trộn với xíu muối, vắt 1 quả chanh vào. | Cho cá, tôm, dưa leo, hành tây, ngò vào cùng trong thố lớn, trộn đều hết với nhau, thử lại xem có độ mặn và chua vừa vừa chưa. Nếu được là ổn rồi ạ. | Bây giờ qua tới khúc làm sốt salsa xoài. Băm ớt xanh thành miếng nhỏ xíu. Xoài cũng gọt vỏ, thái hạt lựu. | Ngò thái nhỏ, cho ngò, xoài, ớt vào trong tô to, cho thêm 1 nhúm muối nhỏ vào, 2 muỗng cà phê đường, vắt 1 quả chanh, trộn đều. Thế là xong sốt salsa xoài. | Đậu và bắp chắt bỏ nước, đổ cái ra 2 chén riêng biệt. Phô mai cũng để ra đĩa riêng. Bánh tortilla cũng để ra đĩa riêng. | Xà lách iceberg rửa sạch, vẩy ráo nước, cắt đôi, rồi thái lát mỏng, cho vào tô riêng. Trái ớt chuông cũng rửa sạch, cắt đôi, bỏ núm và hạt, rồi thái lát mỏng để ra đĩa riêng. | Lên mâm nè! Lấy một bánh tortilla, cho vào ít cá tôm hoặc thịt bò, cho tiếp lớp rau iceberg, thêm một lớp phô mai, vài lát ớt chuông, một rải ngô, một rải đậu, một rải sốt salsa xoài, và thưởng thức thôi :D Bon appetit!"
